2246;2;15-elo-16;1;2712207;2712259;;1;;1
2246K;1;15-elo-16;1;2634264;2634063;;1;;1
2246K;2;15-elo-16;1;2712207;2712259;;1;;1
2246KT;1;15-elo-16;1;2634264;2634063;;1;;1
2247;1;18-kesŠ-12;1;2111209;2111205;;1;0;1
2247;2;15-elo-11;1;2111208;2111005;;1;;1
2247A;1;15-elo-11;1;2111209;2111205;;1;;1
2247A;2;15-elo-11;1;2141204;2141005;;1;;1
2248;1;16-elo-09;1;2111209;2111205;;1;;1
2248;2;16-elo-09;1;2111208;2111005;;1;;1
2248A;1;16-elo-09;1;2111209;2111205;;1;;1
2248A;2;16-elo-09;1;2141204;2141005;;1;;1
2270;1;01-kesŠ-08;1;2111209;2111205;;1;;1
